GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
113230      19   14182821   14186374     24      13  138338      0.26324      0.39618
646457      19   14191944   14197607     21      13  141929      0.90084      0.18384
90378       19   14198729   14202232     10       6  138972      0.91048      0.18128
5566        19   14202000   14229559     89      29  139555      0.60543      0.27245
55723       19   14229821   14248440     68      18  142463      0.29362      0.38453
22859       19   14258049   14317997    255      61  139778      0.72417      0.23448
976         19   14490403   14520037    128      63  140729     -0.78121      0.78266
10212       19   14519110   14531195     36      23  143964      0.55102      0.29081
5585        19   14543166   14583179    238      71  141317      0.10905      0.45658
5731        19   14582778   14587174     46      16  144809     -0.79257      0.78598
10755       19   14588071   14607961    123      34  147391        1.603     0.054472
3337        19   14625081   14641087     82      31  139020      0.55717       0.2887
9524        19   14639379   14677292    247      58  139542     -0.63616      0.73766
4713        19   14676390   14683889     49      22  134309     -0.75589      0.77514
388512      19   14692896   14722456    182      39  144462     0.057309      0.47715
84658       19   14729551   14786730    312      51  149418      0.27873      0.39022
84449       19   14799711   14845058    274      42  146365      0.23788      0.40599
30817       19   14843009   14890353    326      41  146894      0.65992      0.25465
26664       19   14909443   14947188    219      55  147877       1.1243      0.13044
26659       19   14936639   14940276     18      12  147722       1.0592      0.14475
390892      19   14951260   14953689     19       6  148195      0.18836       0.4253
26333       19   14990738   14993167     21       7  153325      -1.1593      0.87684
26658       19   15051301   15053760     19       9  148713       1.1746      0.12008
6511        19   15060345   15122455    512      48  151868     -0.19578      0.57761
126402      19   15120539   15134583    114      28  151571      0.60818      0.27153
23581       19   15159291   15169604     71      16  150901     -0.55618      0.71095
126370      19   15196877   15199444     18       5  153370       0.6927      0.24425
85360       19   15217214   15226290     37      16  141498      0.87902      0.18969
10994       19   15225285   15237610     69      22  149646     -0.51962      0.69834
4854        19   15269944   15312792    234      36  147583       1.2845      0.09948
79852       19   15337230   15344858     24      17  141144       2.2604     0.011899
23476       19   15347801   15444354    359      83  141747       1.6267     0.051905
10270       19   15463832   15491638    123      50  138897      0.55694      0.28879
26993       19   15490359   15530916    140      31  145033      0.34755      0.36409
58525       19   15531818   15561767     77      45  142915      0.50296       0.3075
64926       19   15561935   15576382     38      24  144970      0.26449       0.3957
114770      19   15578956   15591315     56      14  149285      0.41505      0.33905
126410      19   15618336   15663628    233      72  145602      0.95158      0.17066
11283       19   15725029   15740948    127      24  150012       1.2733      0.10146
4051        19   15750701   15772070    211      28  147721       1.4546     0.072897
66002       19   15782567   15808484    206      23  146523     -0.23225      0.59183
26538       19   15837834   15840362     25       8  145232       1.0229      0.15317
26532       19   15851203   15853653     22       9  148360       1.0663      0.14314
284433      19   15903859   15906306     19       7  154272      -0.3904      0.65188
26539       19   15917317   15919936     12       7  147002     -0.19039       0.5755
8529        19   15988334   16009884    140      22  147807       1.8219     0.034235
57834       19   16022680   16046676    151      18  149122       1.3093     0.095221
126541      19   16058818   16061268     13       4  147622       1.1464      0.12582
7171        19   16177317   16214315    172      46  145214      0.80784      0.20959
4218        19   16221490   16244945    127      25  147178     -0.69749      0.75725
84941       19   16243838   16269881    115      37  143674     -0.71209       0.7618
117286      19   16271679   16285286     66      16  146423      0.33817      0.36762
26017       19   16295235   16303357     35      13  142877      0.78469      0.21632
8907        19   16307665   16346656    217      26  147372      0.74698      0.22754
10365       19   16434651   16438845     19       9  149460     -0.14955      0.55944
58513       19   16465555   16583823    531      64  141736       2.0663       0.0194
125972      19   16589267   16608015     94      16  145997       1.1887      0.11727
84167       19   16606187   16632680    116      26  146531      0.56926      0.28459
10523       19   16628200   16654341    124      42  141862       1.5564     0.059811
79939       19   16660148   16684193     78      22  148634       1.8995      0.02875
9441        19   16685218   16740015    238      46  145408       1.2986     0.097039
79086       19   16741062   16771968    150      41  144075    0.0074157      0.49704
79041       19   16770938   16800330    147      37  144993      0.96056      0.16839
284434      19   16829787   16929274    559      72  140222     -0.36508      0.64248
23309       19   16939209   16991666    242      64  141782     -0.58109      0.71941
9002        19   16998826   17003330     25      16  138117      0.60681      0.27199
27151       19   17003262   17138625    809     131  146032     -0.40992      0.65907
93323       19   17160071   17187428    167      37  146245       1.9022     0.028575
4650        19   17185591   17324604    913     108  145766       1.3351     0.090928
55850       19   17325155   17331138     30      15  142415      0.34275      0.36589
79629       19   17336040   17340528     53      12  150127      -0.2707      0.60669
2063        19   17342192   17357744     88      40  148137      -1.2272      0.89013
83878       19   17360037   17376605     97      30  144804      0.22563      0.41074
29086       19   17377200   17390662     80      22  147852     -0.45895      0.67687
126549      19   17391454   17398955     55      10  147998      0.52953      0.29822
79575       19   17402440   17415282     78      25  142477      0.42343      0.33599
64981       19   17412616   17418152     35       8  150048   -0.0091905      0.50367
79016       19   17419337   17434607     92      24  149248     -0.43861      0.66953
57719       19   17433532   17446638     48      20  149605      0.36736      0.35668
84705       19   17444735   17454040     44      13  147520     -0.28594      0.61254
83483       19   17461764   17489137    162      47  149109      0.74869      0.22702
684         19   17501738   17517458    109      20  150851       3.3797   0.00036278
93343       19   17515512   17536641    136      27  150139       3.1818   0.00073192
100130519   19   17545818   17560376     70      23  146965       0.1318      0.44757
115861      19   17565734   17572725     43      12  147334       -1.898      0.97115
376497      19   17580300   17617477    180      34  148777    -0.027347      0.51091
25796       19   17621278   17632597     76      26  141390       1.8615      0.03134
199786      19   17633110   17665148    173      57  146062      0.37493      0.35386
79709       19   17665511   17694468    168      50  143871     -0.62597      0.73433
23025       19   17711637   17800123    535     111  147198       1.8154     0.034734
55201       19   17829303   17845824    127      27  144181     -0.61141      0.72954
23149       19   17857527   17899877    264      43  145459      0.54313      0.29352
10331       19   17904919   17924885    132      38  146274      0.14787      0.44122
3640        19   17926822   17933383     37      13  148562      0.84624      0.19871
3718        19   17935091   17959880    137      53  144205         1.98      0.02385
6142        19   17969687   17974633     33      12  140786     -0.36818      0.64363
6528        19   17981641   18006483    146      36  137661     -0.82086      0.79414
115098      19   18042824   18055294     62      24  148619     0.065292      0.47397
3780        19   18061111   18110633    249      65  143010      0.79572       0.2131
27106       19   18110944   18125411     73      22  142739       1.1708      0.12084
3594        19   18169871   18198806    178      34  144833     0.022682      0.49095
23031       19   18207585   18263002    311      32  146250       1.2592      0.10398
5296        19   18262988   18281843     73      24  144259       2.4474    0.0071953
10437       19   18283590   18289434     28       9  146918       1.1238      0.13055
84769       19   18302986   18308052     25      10  146514       0.4674      0.32011
5864        19   18307109   18315874     39      14  147573     -0.87664      0.80966
5143        19   18318271   18360010    214      46  143687      0.36523      0.35747
80726       19   18367406   18386319    155      28  146063       1.1977      0.11551
3727        19   18390063   18393432     15       7  146489     -0.13991      0.55564
25804       19   18416540   18435001    102      34  140922       1.2737      0.10138
54858       19   18450397   18481263    194      55  143919       1.1491      0.12525
9518        19   18495968   18500486     27      10  146938      0.20791      0.41765
126364      19   18501447   18509428     38      12  146390      0.12267      0.45118
170463      19   18528679   18545872     79      29  141407     -0.39231      0.65258
51477       19   18544698   18550111     19       7  146322      -1.1314      0.87106
8178        19   18552973   18633937    413      39  145508     -0.89935      0.81577
23770       19   18642068   18655887     74      23  134522    -0.069604      0.52775
79036       19   18667572   18680697     73      21  135547     -0.27844      0.60966
7311        19   18673576   18688770     89      19  137446        -1.08      0.85992
55049       19   18698495   18703647     37      14  148258     -0.14787      0.55878
9244        19   18703535   18718660     72      18  148362     -0.56652      0.71448
25789       19   18722682   18732349     56      21  144798      0.77455       0.2193
55295       19   18746835   18781808    187      47  145598     0.011993      0.49522
23373       19   18793425   18893643    495      81  144791      0.75082      0.22638
1311        19   18893083   18903114     37      21  142771      0.60593      0.27228
5976        19   18941744   18979539    168      61  142707       2.2664     0.011714
2657        19   18978861   19007953    135      51  142362       1.9667     0.024608
10715       19   18978861   19008396    137      51  142231       2.0731      0.01908
11316       19   19009823   19031199     97      31  143763       1.8152     0.034747
54555       19   19029484   19039942     56      22  144333       1.5459     0.061063
9454        19   19039510   19053041     62      31  138492       1.4156     0.078442
10147       19   19101197   19145861    233      37  129830       0.4476      0.32722
93436       19   19143387   19169487    123      28  136907     -0.44821        0.673
284439      19   19173776   19224339    223      48  138083      0.17046      0.43232
54929       19   19229925   19250310     97      30  142440      0.52401      0.30013
100271849   19   19255876   19282098    149      23  149079       1.9572     0.025161
4207        19   19255876   19304400    282      27  148971       1.5644     0.058864
729991      19   19287213   19304400    100      25  147831      0.85981      0.19495
8625        19   19302008   19313178     41      19  140867      0.27148      0.39301
126382      19   19311723   19315238     16      11  139254        2.519    0.0058845
1463        19   19321773   19363561    177      40  146285       1.7837     0.037235
404037      19   19365950   19374596     44      13  144351       3.4039    0.0003321
53345       19   19374341   19385074     55      23  140671       4.8802      5.3e-07
57794       19   19386820   19432321    202      44  143214       6.1094        5e-10
23383       19   19430496   19470063    199      44  141410       6.3825   8.7114e-11
54815       19   19495642   19620241    614      48  141247       5.0557   2.1443e-07
83983       19   19624528   19627469     11       4  145872       2.0987     0.017921
51079       19   19625550   19640358     68      20  143347       2.1819     0.014558
374887      19   19638670   19648893     47      15  144545       2.6844    0.0036325
148113      19   19648057   19657968     49      13  143966       2.3909    0.0084025
80714       19   19672016   19730725    275      25  146879       3.9919   3.2769e-05
9170        19   19733964   19740039     26      14  136480       1.5771     0.057387
51291       19   19739785   19755457     68      35  140278       2.5045    0.0061308
57130       19   19755507   19775512    120      42  139544    -0.099758      0.53973
94039       19   19777962   19792235     63      22  142058        2.778     0.002735
7561        19   19820781   19844921    100      25  143275       1.5512     0.060426
440515      19   19896148   19933560    215      41  140069      0.20705      0.41798
56242       19   19975639   20005599    164      39  144713       1.7686     0.038484
81931       19   20010722   20046882    170      37  145465       1.8476      0.03233
91120       19   20114727   20151277    204      29  149243      0.89062      0.18657
7643        19   20187803   20232477    298      52  129977      0.47185      0.31852
90649       19   20277020   20311799    190      28  144803      0.34881      0.36362
100129842   19   20713567   20749626    267      32  146155      -1.2339      0.89138
199777      19   20802245   20845402    329      35  148666      -1.4709      0.92935
7639        19   21105059   21134003    209      18  149273       1.0187      0.15416
80264       19   21202426   21243352    162      28  146936      0.77531      0.21908
148206      19   21263953   21308397    237      29  150155      0.63344      0.26322
170959      19   21323813   21371570    184      46  143688     -0.18216      0.57227
7562        19   21473463   21513219    169      27  147445       1.4927     0.067761
284443      19   21578921   21610797    198      34  148422       2.1948      0.01409
353088      19   21687437   21721579    180      27  144520       1.9044     0.028426
400682      19   21799852   21840094    345      32  148064      0.89802      0.18459
163227      19   21905917   21951430    288      25  147706       1.7483     0.040205
7594        19   21987251   22035870    246      47  146698      0.93337      0.17531
7757        19   22148397   22194745    240      35  143049     0.087443      0.46516
113835      19   22234126   22274776    255      18  151880       0.7899      0.21479
163223      19   22361403   22380753    109      20  144308     -0.44044      0.67019
100287226   19   22468252   22500478    124      43  136752      0.74619      0.22778
148198      19   22573399   22606148    150      23  139989     -0.15442      0.56136
57615       19   22816126   22850972    311      19  142035      0.23377      0.40758
7652        19   22934485   22967973    257      18  144819     -0.12142      0.54832
388523      19   23157185   23187010    163      26  134634      0.69677      0.24297
100129543   19   23298777   23330514    152      40  130170       1.7802     0.037522
7644        19   23539998   23579269    203      31  141043      -1.3171      0.90609
171392      19   23835083   23871036    134      32  135904     -0.19328      0.57663
148213      19   23921497   23942693     86      35  135082     -0.22979      0.59087
9534        19   24013991   24313270   1589      74  138690       2.3047     0.010591
101929206   19   24014249   24016566      7       3  136061      -1.0623      0.85595
730087      19   24096684   24117269    102      28  139645       2.3933    0.0083477
7386        19   29697667   29705136     40      15  143230      -1.3275      0.90783
342865      19   30016491   30055958    299      51  148588     -0.13549      0.55389
10775       19   30096170   30108662     86      23  149192      0.69281      0.24422
79156       19   30155327   30166884     47      13  149436       1.6565     0.048807
83636       19   30189293   30207696     89      25  148166       1.6022     0.054553
898         19   30301805   30315724     60      27  142317      0.17375      0.43103
8725        19   30413551   30508019    409      69  138501      0.39198      0.34754
9745        19   30862328   31049466    886     120  146166       1.3337     0.091151
101927254   19   31640320   31696976    229      42  143558       1.9053     0.028371
57616       19   31765351   31841190    351      79  144653       3.5312   0.00020683
100507527   19   32078095   32084956     36       7  146247      0.51026      0.30493
22847       19   32835514   32879073    173      44  146696      0.49195      0.31138
147991      19   32895655   32977299    380      57  144148       1.5057     0.066075
9141        19   33071071   33078858     37      16  146793     -0.71896      0.76392
84079       19   33087407   33167102    628      35  150132     -0.25507      0.60067
390916      19   33156186   33205202    280      46  148651      -0.1439      0.55721
388531      19   33165313   33169706     35      11  149901     0.089279      0.46443
91646       19   33209679   33282214    316      44  144913      0.21509      0.41485
11136       19   33320917   33361683    247      45  146483     -0.21131      0.58368
84902       19   33369404   33463930    595      43  150098      0.12197      0.45146
91442       19   33462140   33468901     53      19  148677      0.42614        0.335
85415       19   33468998   33556824    502      62  149773     0.079923      0.46815
55094       19   33570786   33621818    247      32  144671      -1.4928      0.93225
126248      19   33621949   33668330    240      47  147563      0.06574      0.47379
4037        19   33684599   33700273     96      25  145918     -0.22544      0.58918
56301       19   33699070   33717756    102      47  145372      -0.8815      0.81098
1050        19   33790340   33794430     12       4  155692       3.6674    0.0001225
1054        19   33863575   33874092     48      19  140682       2.1846      0.01446
5184        19   33877355   34013799    983      68  146781       6.3438   1.1209e-10
64377       19   34111861   34264914   1094     145  143389     -0.93865      0.82605
79047       19   34286751   34307166     97      42  143794    -0.087145      0.53472
26065       19   34662352   34720920    308      36  140672     -0.98454      0.83758
9710        19   34744456   34846971    435      59  144239      0.58936      0.27781
2821        19   34854645   34893818    168      56  144351      0.53875      0.29503
84306       19   34894300   34917573     96      28  145256      0.94737      0.17172
10054       19   34918264   34961298    184      53  144679      0.83623      0.20151
126374      19   34971880   34992585    103      31  148850      0.91168      0.18097
284402      19   35083846   35086490     22      13  133020       -1.036      0.84989
55900       19   35167553   35177802     57      15  148212     -0.73037      0.76742
339318      19   35224103   35234274     43      25  139412      -0.3366      0.63179
148103      19   35248479   35265134     67      30  143908       0.1104      0.45605
90075       19   35416807   35436576    150      26  143077    -0.026621      0.51062
126375      19   35446578   35456139     58      23  144104      -0.4148      0.66086
57655       19   35484688   35517875    211      41  146605      -1.4757      0.92998
6324        19   35520555   35531853     56      25  145117      0.37102      0.35531
3249        19   35530410   35557981    146      36  150658      -0.1927       0.5764
5349        19   35605732   35615728     55      19  148490      0.75133      0.22623
163175      19   35614917   35627178     76      16  145505      0.96181      0.16807
5348        19   35628693   35634459     24      13  140246       0.7648      0.22219
53822       19   35633154   35645705     64      30  138306      0.56151      0.28722
53827       19   35644625   35661288    112      32  147908       1.8528     0.031955
148109      19   35715204   35720628     40      17  141366     -0.31267      0.62273
51599       19   35738290   35759367    105      31  146039      0.15773      0.43734
7392        19   35758896   35771224     59      13  148661       -1.176       0.8802
57817       19   35772410   35776546     21      12  146243     -0.66971      0.74848
4099        19   35781989   35805210    125      51  143155      0.48087      0.31531
933         19   35819069   35838764    143      55  144281       1.2206      0.11112
2864        19   35840645   35845264     31      19  148321     -0.11888      0.54731
2865        19   35848249   35851891     12       6  152003      -0.4433      0.67123
2867        19   35938185   35943169     26      14  145935      0.49132       0.3116
388533      19   35977726   35982433     26      10  139605       1.1506      0.12496
93099       19   35987619   36005560    121      41  143069      0.75089      0.22636
374897      19   36013769   36020253     38      14  144251       1.3062     0.095737
26330       19   36023314   36036721     62      23  148895      0.89108      0.18644
10430       19   36035502   36038929     15      11  148744     0.030936      0.48766
495         19   36040595   36055560     72      34  143003       2.2464     0.012339
23354       19   36102646   36116751     66      30  141210     -0.87108      0.80815
79171       19   36118980   36129087     49      21  143178     -0.59555      0.72426
2116        19   36131647   36136507     21      10  138082     -0.67073       0.7488
1340        19   36138125   36150186     56      20  144581     -0.75179      0.77391
11045       19   36156418   36169887     89      24  143489      -0.8131      0.79192
27033       19   36194389   36208440     64      29  145739       1.0166      0.15466
9757        19   36207921   36230281     97      37  143948      0.82887      0.20359
79713       19   36229457   36235075     30      16  145240     -0.64378      0.74014
199746      19   36232928   36237409     23      12  139889      0.75482      0.22518
55851       19   36235478   36238556     13       7  150212       1.7915     0.036606
55957       19   36238262   36245920     32      17  130656       1.2086      0.11341
126393      19   36244967   36248930     13       7  123111      0.78575      0.21601
148137      19   36248044   36260577     61      24  145826       1.7957     0.036268
115703      19   36265417   36280224     75      20  144456      0.71481      0.23736
58510       19   36290392   36305201     88      36  141830      0.84273      0.19969
4868        19   36315774   36343895    115      45  145711      -1.2722      0.89836
84063       19   36341552   36358548     64      15  144939      0.13944      0.44455
333         19   36357806   36371199     45       8  146976    -0.073323      0.52923
84807       19   36378354   36394205     72      21  146394     -0.20375      0.58073
10870       19   36392382   36395673     21       8  142731      -1.0605      0.85555
7305        19   36394803   36400211     48      14  145359     -0.52419      0.69993
79414       19   36427022   36436597     37      16  138830      0.46179      0.32212
644096      19   36485090   36487720     16       9  141915     -0.87937       0.8104
163183      19   36493502   36500958     27      15  143061     -0.40222      0.65624
84964       19   36499522   36506145     18      10  144947     -0.64895      0.74181
101927572   19   36504375   36537374    141      48  145589     -0.15123       0.5601
25999       19   36505062   36524797     72      32  147315      0.43879      0.33041
199745      19   36525386   36546664     96      31  145917     -0.50907      0.69465
284403      19   36544783   36596512    245      54  145697      0.32679      0.37191
728361      19   36601105   36605113     20      12  146317     -0.34068      0.63333
5438        19   36604111   36607206     18      12  136515     -0.30815      0.62101
1155        19   36604888   36617349     70      25  141137     -0.20204      0.58006
826         19   36629918   36641755     56      30  143379      0.98432      0.16248
1346        19   36641324   36644771     16      11  151179       1.1738      0.12023
147929      19   36672687   36706986    140      37  148953      -1.0724      0.85824
7705        19   36704504   36730176    119      20  150082     -0.17175      0.56818
57677       19   36824855   36871126    180      35  145809      0.14092      0.44397
284406      19   36882361   36910550    127      34  143665     -0.15403      0.56121
84924       19   36935521   36981804    173      32  148376       1.6125     0.053426
339324      19   37001089   37020248     80      22  143931       1.3043     0.096059
57711       19   37034017   37097178    226      45  142692       1.4651     0.071446
84911       19   37095207   37119999     98      35  138782       1.8781     0.030181
92283       19   37127783   37158740    106      26  142921       1.3754     0.084507
163081      19   37177466   37212928    129      22  145084        1.469      0.07091
342892      19   37233880   37264717    140      31  144052       1.8798     0.030071
728485      19   37263020   37268480     28      16  141924       2.1391     0.016212
388536      19   37308724   37342689    126      25  136188       2.0369     0.020832
25850       19   37340260   37384620    186      32  144264       1.5815     0.056885
374899      19   37378526   37408193    130      20  144845      0.99653       0.1595
374900      19   37406231   37489334    483      32  149282      0.46957      0.31933
147923      19   37568319   37621721    199      38  142899     -0.32709       0.6282
199704      19   37637840   37664643    107      31  142890     -0.73155      0.76778
92285       19   37671981   37702632     99      36  141137     -0.96437      0.83257
163087      19   37707828   37735328     72      27  140629      0.74757      0.22736
284459      19   37824580   37855857    159      44  139873      0.90962      0.18151
84503       19   37861007   37884467     71      25  143289      0.13752      0.44531
148266      19   37901278   37961167    221      56  136103       0.8479      0.19825
148268      19   37957463   37976742     57      20  141946       1.3469        0.089
390927      19   37996323   38034739    147      55  143250      0.38743      0.34922
163255      19   38041273   38105580    213      45  144484      0.27194      0.39283
51276       19   38054655   38086673    113      31  143778      0.26153      0.39684
22835       19   38122886   38149129    102      32  146919       0.2808      0.38943
163115      19   38158150   38184216    114      33  144960    -0.058573      0.52335
84775       19   38186764   38211691     93      25  148053      0.71804      0.23637
126231      19   38228703   38271230    142      42  143487     -0.45071       0.6739
83889       19   38374713   38398317     85      33  146879     -0.75005      0.77339
23094       19   38396525   38699509   1563     113  142165     -0.35402      0.63834
8193        19   38701149   38721317     98      29  142663     -0.40031      0.65554
94274       19   38741377   38748231     46      16  140671     -0.78047      0.78244
10653       19   38754098   38783754    153      43  146819     -0.79784      0.78752
90522       19   38793700   38807615     71      22  146169     -0.08593      0.53424
64073       19   38793804   38796146     15       7  146881     -0.38811      0.65103
9424        19   38809484   38820154     60      19  144194      0.14674      0.44167
57828       19   38825443   38862089    224      40  146756     -0.38255      0.64897
5714        19   38864190   38874964     56      20  145698       1.0429       0.1485
199720      19   38874492   38880096     22      10  150115      0.67266      0.25058
399473      19   38879840   38891024     49       9  147537      0.96338      0.16768
147965      19   38892775   38900228     62      11  147173       1.3298     0.091787
115727      19   38899195   38917945    107      33  146310      0.13898      0.44473
6261        19   38923340   39078704    886      85  145804      0.69384      0.24389
11184       19   39077781   39109643    185      50  140834       1.3665     0.085883
27335       19   39108722   39128095     72      31  136673    -0.056232      0.52242
81          19   39137256   39221836    475      53  146408      0.76881        0.221
147968      19   39220332   39236114    100      25  141592      0.64284      0.26016
3963        19   39261108   39265157      4       2  140844      0.58481      0.27934
653499      19   39278850   39282894     10       5  132683      0.85266      0.19692
3960        19   39291811   39304740     73      29  144267     -0.26076      0.60286
1891        19   39305562   39323497    104      31  142476     0.031153      0.48757
3191        19   39326528   39343979     87      32  139553      -1.3143      0.90563
126432      19   39357970   39369919     51      20  144673     -0.20123      0.57974
22933       19   39368695   39391502    127      53  141749      0.60272      0.27335
4793        19   39389340   39400034     54      22  146107    -0.093896       0.5374
643669      19   39399120   39403798     30       8  127566       1.4667     0.071228
54938       19   39405404   39422536    108      31  139128       2.0681     0.019313
6183        19   39420348   39424160     25       9  136397      0.16703      0.43367
115290      19   39431541   39467453    201      48  140863        1.864      0.03116
126433      19   39514161   39524198     71      18  145377     -0.24912      0.59837
390928      19   39573945   39602629    183      32  146051      0.25587      0.39902
10298       19   39615417   39670546    295      41  147418     -0.15747      0.56256
342897      19   39686604   39693022     26       9  140733     -0.86816      0.80735
342898      19   39693062   39695906     15       7  139308       0.3722      0.35487
282617      19   39733772   39736916     20      11  146176     -0.09142      0.53642
101180976   19   39736454   39740496     16       7  141316       0.3908      0.34797
282616      19   39758157   39761232     22      14  127474      0.66487      0.25307
282618      19   39785965   39789812     22      11  133550        1.082      0.13962
57622       19   39796957   39807740     46      20  139372     0.049402       0.4803
9535        19   39818499   39827726     43      17  143187      -1.5757      0.94245
55095       19   39832108   39876840    213      43  146997     0.021618      0.49138
54623       19   39875769   39882835     25      12  142470       0.2559      0.39902
55588       19   39880893   39891703     54      17  143975      0.46513      0.32092
7538        19   39896487   39900552     14      10  128080      0.18673      0.42594
64857       19   39902222   39919555     99      40  136650       1.9768     0.024034
6217        19   39923347   39927660     29       8  145506      0.89837      0.18449
6829        19   39935186   39967810    167      32  146939       1.6536     0.049104
92609       19   39970052   39982028     63      26  141545       1.3286     0.091983
10683       19   39988557   39999621     53      15  143784      0.96742      0.16667
348303      19   40004753   40011826     37      21  144489      0.96119      0.16823
126272      19   40021130   40024494     16       8  143639     -0.10195       0.5406
163126      19   40028946   40031838     16       9  148369      0.45795       0.3235
29124       19   40092169   40098614     34      23  135551     -0.32409      0.62706
148003      19   40145558   40151787     36      16  137264      0.78507      0.21621
56891       19   40193946   40200588     47      20  147508     -0.72363      0.76535
1178        19   40221393   40229669     75      12  148587        0.706      0.24009
342900      19   40266234   40277275     95      16  123241       1.2482      0.10599
9149        19   40315490   40325841     56      22  143855      0.63351       0.2632
2091        19   40324593   40338054     65      24  138606      0.33086      0.37038
8857        19   40353463   40441910    373      87  141793      0.31069      0.37802
5704        19   40475912   40488171     83      25  140615     -0.94594      0.82791
339327      19   40501943   40524014    112      26  145245      -2.2889      0.98896
163131      19   40533667   40563125    148      30  144162     -0.52527       0.7003
284323      19   40574559   40597845    163      29  147069       -1.771      0.96172
4294        19   40696504   40721987     97      35  140034      0.20323      0.41948
148014      19   40721465   40725306     14       7  144130      0.63989      0.26112
79935       19   40727615   40733674     31      18  146289      0.89124       0.1864
208         19   40735724   40792443    270      46  143945       1.0175      0.15445
126526      19   40826467   40855434    147      42  144195      0.24668      0.40258
23646       19   40853302   40884892    149      48  147576    -0.015392      0.50614
147746      19   40884678   40897094     60      20  142360     -0.77964       0.7822
57716       19   40899171   40920279     94      36  137698     -0.47773      0.68358
29950       19   40927908   40932932     33      17  138243     -0.63366      0.73685
29946       19   40946248   40951282     28       8  154767     -0.52324       0.6996
645         19   40953191   40972725    118      33  148560      0.15354      0.43898
57731       19   40972050   41082865    488      97  145385       -1.724      0.95764
92799       19   41081757   41097805     84      28  144606       0.4896      0.31221
8425        19   41098072   41136225    186      37  147859      -1.8064      0.96457
9253        19   41171310   41197556    138      45  142619      -1.0576      0.85488
79934       19   41196934   41223790    129      39  144533       1.2051      0.11408
80271       19   41221885   41247265    132      37  144889       2.0794     0.018791
284325      19   41246261   41257533     56      19  148500       2.4053    0.0080793
6626        19   41255725   41271797     73      26  144183       1.7929     0.036495
8190        19   41280082   41283898     18       7  153084       1.3917     0.082006
53916       19   41282670   41303349    111      31  143962       1.4574     0.072498
112398      19   41304048   41314846     50      24  141450        1.236      0.10824
1548        19   41348941   41357360     59      24  143506       1.8988     0.028796
1549        19   41380844   41389657     78      21  143894      -1.3666      0.91412
1555        19   41496138   41524808    221      44  146047      0.52007      0.30151
1553        19   41593356   41602600     70      26  141400      0.97483      0.16482
1572        19   41619312   41634786     98      22  147227         1.58     0.057051
29785       19   41698115   41713944     87      35  141623     -0.26489      0.60445
558         19   41724104   41768172    198      53  147243       2.3328    0.0098297
11100       19   41767391   41814311    176      40  141553       2.8218    0.0023876
90324       19   41815094   41831288     63      14  144768       2.5836    0.0048882
7040        19   41836312   41860831     90      36  142491       1.8167     0.034628
641649      19   41855873   41890488    143      35  140817       3.0132    0.0012926
80776       19   41859822   41871078     50      18  142676       2.6569    0.0039432
56915       19   41891775   41904289     70      17  139151       2.8597      0.00212
593         19   41902694   41931410    163      21  142329       2.9562    0.0015573
374907      19   41930764   41935635     17       8  145497       2.5759    0.0049985
55101       19   41936723   41946843     62      19  142064       2.7187    0.0032771
100170765   19   41948063   41951170     14       7  154685      0.77464      0.21928
90273       19   42054886   42093755    170      33  147057       1.1633      0.12235
1089        19   42124844   42134442     67      20  144853      0.79743       0.2126
1087        19   42176735   42193196     89      20  143769     0.088784      0.46463
1048        19   42211530   42234937    129      33  138038     -0.76315      0.77731
4680        19   42258398   42276613     84      27  144485     -0.14385      0.55719
1084        19   42299522   42316091     97      16  141175      -0.5291      0.70163
147719      19   42338856   42349774     45      14  139257     -0.78514      0.78382
63946       19   42347806   42356898     34      13  135549      0.30819      0.37897
6223        19   42362988   42375984     74      19  137515   -0.0056425      0.50225
973         19   42380190   42385939     23      14  132023      0.98712      0.16179
9138        19   42386240   42412104    121      25  132584      0.03387      0.48649
390937      19   42411593   42433229     98      24  136075      0.74242      0.22892
10567       19   42460333   42464530     19       8  137127      0.89022      0.18667
478         19   42470128   42499428    107      57  136249       1.6316     0.051387
2901        19   42501968   42575278    190      84  135540       1.8099     0.035157
64763       19   42578057   42586219     11       8  127280       1.0531      0.14616
5452        19   42589762   42637625    105      56  135811       1.2151      0.11217
162989      19   42702245   42725304     74      26  129735      0.76615      0.22179
116115      19   42723492   42732853     24      13  130101       1.5795     0.057115
2931        19   42733838   42747736     50      21  136867       0.1074      0.45724
2077        19   42751217   42760309     31      13  138591      -1.8232      0.96587
23152       19   42787734   42800449     29      15  128361      -1.9214      0.97266
5050        19   42800685   42807952     22      11  137821       -1.337      0.90939
284338      19   42805284   42815473     24      12  139836      -1.5071      0.93411
284339      19   42816477   42829714     45      21  132926      -1.2523      0.89477
1954        19   42828730   42883421    198      34  130295     -0.76441      0.77769
84518       19   42890671   42895444     25       8  139031    -0.036352       0.5145
3991        19   42905164   42932578    151      30  126420     -0.14706      0.55846
284340      19   42932195   42948136     67      17  134650     -0.14495      0.55762
634         19   43010958   43033661     85      25  131434      0.85713      0.19569
1088        19   43083893   43100082     71      24  133495       1.3796     0.083861
5671        19   43225294   43245668    156      41  137711       1.0812       0.1398
440533      19   43256339   43270831    119      24  138953      0.28458      0.38798
5669        19   43370113   43384921    141      31  133212     -0.62856      0.73518
